1,2,3,4,5,6,7,8,9,10,11,12,13
0,100,0,0,0,0,0,0,0,0,0,0,0
96,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,25,0,0,0,0
0,0,0,0,0,0,0,1,29,0,0,0,0
0,0,0,0,0,0,0,25,0,0,0,0,0
2,0,0,0,0,0,98,0,0,0,0,0,0
0,0,0,0,0,90,4,0,0,0,6,0,0
0,0,0,0,0,0,0,0,0,0,4,36,60
0,0,0,0,0,0,0,0,0,27,69,0,4
0,0,0,0,98,0,0,0,0,0,2,0,0
0,0,0,70,30,0,0,0,0,0,0,0,0
0,0,21,4,0,0,0,0,0,0,0,0,0
0,0,10,15,0,0,0,0,0,0,0,0,0
