Area,0,1,2,3,4,5,6,7,8,9,10,11,12
area_0,0,0,0,0,0,0,0,0,0,0,0,100,0
area_1,0,0,80,0,16,0,0,0,0,0,0,4,0
area_10,23,0,0,0,0,0,0,0,0,0,0,0,2
area_11,9,0,0,0,0,0,0,0,21,0,0,0,0
area_12,0,0,0,0,0,0,10,0,15,0,0,0,0
area_2,0,96,4,0,0,0,0,0,0,0,0,0,0
area_3,0,2,0,0,0,90,0,6,0,0,2,0,0
area_4,0,0,0,60,0,0,0,4,0,36,0,0,0
area_5,0,0,0,4,0,0,0,71,0,0,20,0,5
area_6,0,15,0,0,0,2,0,2,0,0,0,0,81
area_7,0,0,0,0,53,0,0,0,0,0,0,0,47
area_8,0,0,0,0,4,0,21,0,0,0,0,0,0
area_9,8,0,0,0,7,0,9,0,0,0,0,0,1
