Area,0,1,2,3,4,5,6,7,8,9,10,11,12
area_0,0,5,0,0,0,95,0,0,0,0,0,0,0
area_1,0,34,64,0,0,2,0,0,0,0,0,0,0
area_10,0,0,7,0,0,0,0,0,0,0,0,18,0
area_11,0,1,0,2,0,0,0,0,0,0,0,27,0
area_12,0,9,0,16,0,0,0,0,0,0,0,0,0
area_2,0,0,2,0,0,0,0,0,0,0,98,0,0
area_3,0,0,0,8,0,0,85,0,0,0,4,3,0
area_4,0,0,0,0,56,0,2,0,23,0,0,2,17
area_5,26,0,0,72,2,0,0,0,0,0,0,0,0
area_6,0,0,0,7,0,0,0,93,0,0,0,0,0
area_7,0,0,32,0,0,0,0,2,0,66,0,0,0
area_8,0,23,2,0,0,0,0,0,0,0,0,0,0
area_9,0,2,23,0,0,0,0,0,0,0,0,0,0
